Year,Month Reported,Category,Day of Week,Time of Day,Location,Bike Brand,Lock,Registered?,Property Value
12,March,theft bicycle,Unknown,Unknown,Encino Village,Sun,Cable Lock,No,100
12,June,theft bicycle,Unknown,Unknown,Eng I,GT,Cable Lock,Yes,100
12,February,theft bicycle,Unknown,Unknown,Storke Family Housing,Diamondback,Not Locked,Yes,100
12,January,theft bicycle,Unknown,Unknown,"San Rafael, lobby",Magna,U-Lock,Yes,100
12,July,theft bicycle,Unknown,Unknown,San Clemente racks,Firmstrong,U-Lock,Yes,105
12,June,theft bicycle,Unknown,Unknown,Enginering 2,Pacific,Cable Lock,No,110
12,April,theft bicycle,Unknown,Unknown,SSMS,Herby,U-Lock,No,115
12,April,theft bicycle,Unknown,Unknown,Santa Catalina,Schwinn,Cable Lock,Yes,115
12,November,theft bicycle,Unknown,Unknown,Santa Catalina racks,Schwinn,Cable Lock,Yes,115
12,April,theft bicycle,Unknown,Unknown,UCEN,Schwinn,Cable Lock,Yes,115
12,May,theft bicycle,Unknown,Unknown,FT racks,Specialized,Not Locked,No,120
12,June,theft bicycle,Unknown,Unknown,Kerr Hall racks,Schwinn,U-Lock,No,120
12,September,theft bicycle,Unknown,Unknown,Lot 30,Schwinn,Cable Lock,Yes,120
12,June,theft bicycle,Unknown,Unknown,"Art Museum, racks",Lagoon 1,U-Lock,Yes,120
12,February,theft bicycle,Unknown,Unknown,Theatre & Dance ,La Jolla,Cable Lock,Yes,125
12,May,theft bicycle,Unknown,Unknown,Storke Family Housing,Unknown,Cable Lock,No,130
12,December,theft bicycle,Unknown,Unknown,Davidson Library,Urban,Not Locked,No,130
12,November,theft bicycle,Unknown,Unknown,Tepusquet racks,Thruster,U-Lock,Yes,130
12,December,theft bicycle,Unknown,Unknown,"Loma Paloma, Manzanita",KHS,Cable Lock,Yes,140
12,August,theft bicycle,Unknown,Unknown,Lot 22,Diamondback,U-Lock,Yes,140
12,April,theft bicycle,Unknown,Unknown,Anacapa,Schwinn,Cable Lock,Yes,145
12,April,theft bicycle,Unknown,Unknown,San Clemente,Schwinn,U-Lock,No,150
12,March,theft bicycle,Unknown,Unknown,Santa Catalina racks,Magana,Cable Lock,Yes,150
12,March,theft bicycle,Unknown,Unknown,Santa Cruz racks,Motiv,Cable Lock,Yes,150
12,November,theft bicycle,Unknown,Unknown,FT racks,Schwinn,Cable Lock,Yes,150
12,November,theft bicycle,Unknown,Unknown,AS Bike Shop,Dawes,U-Lock,Yes,150
12,January,theft bicycle,Unknown,Unknown,South Hall,Firmstrong,Combo,Yes,160
12,December,theft bicycle,Unknown,Unknown,San Miguel racks,Schwinn,U-Lock,No,165
12,November,theft bicycle,Unknown,Unknown,Music racks,Micargi,U-Lock,No,167
12,April,theft bicycle,Unknown,Unknown,Manzanita racks,Schwinn,Not Locked,No,170
12,March,theft bicycle,Unknown,Unknown,Santa Catalina,Firmstrong,Cable Lock,Yes,170
12,March,theft bicycle,Unknown,Unknown,San Miguel racks,Shwick,Cable Lock,Yes,170
12,June,theft bicycle,Unknown,Unknown,"Music, racks",Electra,U-Lock,Yes,170
12,January,theft bicycle,Unknown,Unknown,Santa Catalina,Macho,U-Lock,Yes,170
12,August,theft bicycle,Unknown,Unknown,"San Nic, racks",Schwinn,Cable Lock,Yes,180
12,March,theft bicycle,Unknown,Unknown,North Hall,Body Glove,U-Lock,Yes,187
12,May,theft bicycle,Unknown,Unknown,Santa Catalina racks,Schwinn,Cable Lock,No,190
12,January,theft bicycle,Unknown,Unknown,Santa Catalina racks,Phat,U-Lock,Yes,190
12,April,theft bicycle,Unknown,Unknown,San Nic,Vanilla,Not Locked,Yes,195
12,January,theft bicycle,Unknown,Unknown,Santa Catalina,Huffy,Cable Lock,Yes,200
12,April,theft bicycle,Unknown,Unknown,Santa Cruz,Phat,Cable Lock,Yes,200
12,May,theft bicycle,Unknown,Unknown,FT racks,SE,Cable Lock,Yes,200
12,May,theft bicycle,Unknown,Unknown,"San Clemente, racks ifo",Schwinn,U-Lock,Yes,200
12,May,theft bicycle,Unknown,Unknown,Santa Cruz,Electra,U-Lock,Yes,205
12,December,theft bicycle,Unknown,Unknown,San Rafael racks,Pakara,U-Lock,No,209
12,May,theft bicycle,Unknown,Unknown,"Davidson Library, racks",3G,U-Lock,No,210
12,December,theft bicycle,Unknown,Unknown,FT,unknown,U-Lock,No,220
12,February,theft bicycle,Unknown,Unknown,Bus Loop,Schwinn,Cable Lock,Yes,220
12,July,theft bicycle,Unknown,Unknown,Santa Catalina racks,Specialized,Cable Lock,Yes,220
12,May,theft bicycle,Unknown,Unknown,"Santa Catalina, racks",Firmstrong,U-Lock,Yes,220
12,October,theft bicycle,Unknown,Unknown,DeLaGuerra racks,Mongoose,U-Lock,Yes,220
12,June,theft bicycle,Unknown,Unknown,Santa Ynez racks,Specialized,U-Lock,Yes,220
12,May,theft bicycle,Unknown,Unknown,"Cienega, Las Encinas",Trek,U-Lock,No,230
12,January,theft bicycle,Unknown,Unknown,San Miguel racks,Unknown,U-Lock,No,230
12,August,theft bicycle,Unknown,Unknown,"San Nic, racks",Trek,Cable Lock,Yes,230
12,May,theft bicycle,Unknown,Unknown,Girvetz,Torker,U-Lock,Yes,230
12,December,theft bicycle,Unknown,Unknown,Santa Catalina racks,Firmstrong,Cable Lock,Yes,235
12,October,theft bicycle,Unknown,Unknown,"San Clemente, racks",Trek,Cable Lock,No,240
12,August,theft bicycle,Unknown,Unknown,HSSB,Dawes,U-Lock,No,250
12,May,theft bicycle,Unknown,Unknown,Santa Catalina ,Fuji,Cable Lock,Yes,250
12,October,theft bicycle,Unknown,Unknown,Santa Cruz racks,Kromica,Cable Lock,Yes,250
12,January,theft bicycle,Unknown,Unknown,Santa Rosa racks,Shimano,Cable Lock,Yes,250
12,January,theft bicycle,Unknown,Unknown,DeLaGuerra racks,Univega,Cable Lock,Yes,250
12,June,theft bicycle,Unknown,Unknown,"Kerr Hall, rack",Trek,Not listed,Yes,250
12,June,theft bicycle,Unknown,Unknown,San Miguel racks,Giant,Not listed,No,255
12,August,theft bicycle,Unknown,Unknown,San Rafael racks,Firmstrong,Cable Lock,No,259
12,March,theft bicycle,Unknown,Unknown,Santa Cruz,Retrospect,Cable Lock,Yes,265
12,June,theft bicycle,Unknown,Unknown,Music racks,Fixie,U-Lock,Yes,265
12,October,theft bicycle,Unknown,Unknown,Santa Rosa racks,Unknown,Cable Lock,Yes,268
12,February,theft bicycle,Unknown,Unknown,South Hall bike racks,Nashbar,U-Lock,No,270
12,February,theft bicycle,Unknown,Unknown,San Miguel,Micargi,U-Lock,Yes,270
12,December,theft bicycle,Unknown,Unknown,Bus Loop,Retrospec,Cable Lock,No,275
12,September,theft bicycle,Unknown,Unknown,Santa Ynez racks,Micargi,Cable Lock,No,280
12,February,theft bicycle,Unknown,Unknown,HSSB,Univega,U-Lock,Yes,295
12,August,theft bicycle,Unknown,Unknown,Theatre & Dance,Diamondback,Combo,No,299
12,March,theft bicycle,Unknown,Unknown,Anacapa,Vilano,Cable Lock,No,300
12,May,theft bicycle,Unknown,Unknown,Storke Family Housing o/s,KHS,U-Lock,No,300
12,June,theft bicycle,Unknown,Unknown,"Girvetz,  racks",Novara,Not listed,Yes,300
12,May,theft bicycle,Unknown,Unknown,HSSB racks,Trek,Not listed,Yes,300
12,March,theft bicycle,Unknown,Unknown,San Miguel racks,3G,Not Locked,Yes,300
12,February,theft bicycle,Unknown,Unknown,San Rafael racks,Unknown,U-Lock,Yes,300
12,June,theft bicycle,Unknown,Unknown,Manzanita Village racks,Micargi,U-Lock,Yes,311
12,January,theft bicycle,Unknown,Unknown,Santa Catalina racks,Schwinn,Cable Lock,No,315
12,November,theft bicycle,Unknown,Unknown,Santa Catalina bike racks,Schwinn,Cable Lock,Yes,315
12,May,theft bicycle,Unknown,Unknown,"Campbell Hall, racks",Purefix,Cable Lock,No,320
12,January,theft bicycle,Unknown,Unknown,San Rafael,Univega,Cable Lock,No,320
12,October,theft bicycle,Unknown,Unknown,FT racks,Unknown,Cable Lock,No,320
12,October,theft bicycle,Unknown,Unknown,Santa Catalina racks,Gravity,U-Lock,Yes,325
12,November,theft bicycle,Unknown,Unknown,Santa Rosa racks,Purefix,U-Lock,Yes,330
12,April,theft bicycle,Unknown,Unknown,Santa Catalina,Specialized,Cable Lock,Yes,350
12,October,theft bicycle,Unknown,Unknown,Anacapa racks,Unknown,Cable Lock,No,359
12,October,theft bicycle,Unknown,Unknown,Davidson library,Fuji,U-Lock,No,360
12,October,theft bicycle,Unknown,Unknown,Santa Catalina racks,Firmstrong,Cable Lock,Yes,365
12,May,theft bicycle,Unknown,Unknown,"Santa Catalina, bike rack",Schwinn,Not listed,No,391
12,November,theft bicycle,Unknown,Unknown,Lot 38 racks,Electra,Cable Lock,No,400
12,July,theft bicycle,Unknown,Unknown,"Davidson Library, racks",Cannondale,Not listed,No,400
12,July,theft bicycle,Unknown,Unknown,Counseling and Career Services,Trek,Not listed,Yes,400
12,May,theft bicycle,Unknown,Unknown,Santa Catalina racks,Mirraco,U-Lock,Yes,400
12,January,theft bicycle,Unknown,Unknown,Rob Gym,Peugeot,Cable Lock,No,420
12,June,theft bicycle,Unknown,Unknown,Santa Cruz racks,Peugeot,Cable Lock,Yes,420
12,March,theft bicycle,Unknown,Unknown,SRB,Electra,U-Lock,Yes,420
12,August,theft bicycle,Unknown,Unknown,"San Rafael, racks",Specialized,Combo,No,440
12,June,theft bicycle,Unknown,Unknown,"Arts, racks",Giant,U-Lock,Yes,440
12,May,theft bicycle,Unknown,Unknown,Storke Family Hsing patio,Nishiki,Not Locked,Yes,450
12,November,theft bicycle,Unknown,Unknown,Bradbury Village racks,DiamondBack,Cable Lock,No,456
12,September,theft bicycle,Unknown,Unknown,Santa Catalina racks,Unknown,Chain Lock,Yes,475
12,April,theft bicycle,Unknown,Unknown,"Figueroa, Los Robles Quad, Manzanita racks",Cadillac,Cable Lock,Yes,520
12,April,theft bicycle,Unknown,Unknown,Santa Catalina,Raleigh,U-Lock,Yes,530
12,October,theft bicycle,Unknown,Unknown,San Miguel racks,Townie,U-Lock,Yes,550
12,October,theft bicycle,Unknown,Unknown,Santa Catalina racks,Scott,Not listed,Yes,600
12,October,theft bicycle,Unknown,Unknown,San Nic racks,Giant,U-Lock,Yes,610
12,April,theft bicycle,Unknown,Unknown,Santa Catalina,Giant,Combo,No,615
12,March,theft bicycle,Unknown,Unknown,Storke Family Housing,SE,U-Lock,No,750
12,June,theft bicycle,Unknown,Unknown,"San Miguel, racks",Specialized,U-Lock,No,775
12,November,theft bicycle,Unknown,Unknown,Santa Cruz racks,Marin,U-Lock,Yes,780
12,March,theft bicycle,Unknown,Unknown,Manzanita Village racks,Strida Novara,Cable Lock,Yes,830
12,August,theft bicycle,Unknown,Unknown,San Rafael rack,Trek,Cable Lock,No,925
12,January,theft bicycle,Unknown,Unknown,San Clemente racks,Kona ,Cable Lock,No,2050
12,March,theft bicycle,Unknown,Unknown,Manzanita Village bike racks,Giant,Cable Lock,No,2436
12,March,theft bicycle,Wednesday,0800-1600,Engineering 2,Unknown,Cable Lock,No,15
12,May,theft bicycle,Wednesday,0800-1600,DeLaGuerra racks,Electra,Not listed,No,50
12,February,theft bicycle,Wednesday,0800-1600,Student Health,Diamondback,Not Locked,No,80
12,February,theft bicycle,Wednesday,0800-1600,Music,Nirve,Not Locked,No,150
12,October,theft bicycle,Wednesday,1600-2400,"Campbell Hall, racks",Unknown,Not Locked,No,150
12,May,theft bicycle,Wednesday,1600-2400,RecCen,Kabuke,Not listed,No,200
12,May,theft bicycle,Wednesday,2400-0800,San Clemente outside #2113,Schwinn,Not Locked,No,217
12,February,theft bicycle,Wednesday,1600-2400,ECEN,Zilano,Cable Lock,Yes,220
12,May,theft bicycle,Wednesday,0800-1600,"Storke Family Housing, o/s #765 Birch",Urban,Not listed,No,250
12,October,theft bicycle,Wednesday,1600-2400,Santa Catalina racks,K2,Cable Lock,Yes,320
12,November,theft bicycle,Wednesday,Unknown,Santa Catalina bike racks,Haro,Cable Lock,Yes,420
12,August,theft bicycle,Wednesday,1600-2400,Music,Trek,Cable Lock,No,920
12,June,theft bicycle,Wednesday,2400-0800,Santa Ynez Apt. racks,Windsor,U-Lock,Yes,1152
13,December,theft bicycle,Friday,1600-2400,Music racks,Unknown,U-Lock,Yes,220
13,May,theft bicycle,Friday,0800-1600,Student Health racks,Schwinn,Cable Lock,No,230
13,June,theft bicycle,Friday,1600-2400,Storke Field,Specialized,Cable Lock,No,230
13,June,theft bicycle,Monday,1600-2400,Girvetz,Diamondback,Not listed,No,100
13,June,theft bicycle,Monday,0800-1600,Chemistry racks,Raleigh,U-Lock,Yes,120
13,April,theft bicycle,Monday,0800-1600,Campbell Hall racks,Kabuto,Not Locked,No,140
13,January,theft bicycle,Monday,1600-2400,Santa Catalina,Thruster,Other,Yes,165
13,May,theft bicycle,Monday,0800-1600,Library racks,Huffy,Not Locked,No,200
13,March,theft bicycle,Monday,1600-2400,RecCen,Thruster,U-Lock,No,205
13,July,theft bicycle,Monday,1600-2400,Davidson Library,Firmstrong,Not listed,No,237
13,January,theft bicycle,Monday,1600-2400,Arbor,Micargi,Not listed,No,300
13,June,theft bicycle,Monday,2400-0800,Library,Fuji,U-Lock,Yes,365
13,April,theft bicycle,Monday,0800-1600,SYA racks,Trek ,U-Lock,No,400
13,August,theft bicycle,Saturday,2400-0800,Faculty Housing,Bianchi,Not listed,Yes,20
13,October,theft bicycle,Saturday,1600-2400,ECEN racks,Specialized,Not Locked,No,100
13,January,theft bicycle,Saturday,0800-1600,Broida,Retrospec,Cable Lock,No,390
13,July,theft bicycle,Saturday,1600-2400,ifo West Campus Family Housing,Cilo,Not Locked,No,1000
13,January,theft bicycle,Saturday,1600-2400,Ortega racks,Trek,U-Lock,No,1018
13,April,theft bicycle,Saturday,0800-1600,Webb Hall racks,Raleigh,U-Lock,No,1230
13,April,theft bicycle,Saturday,0800-1600,Lot 15,Trek,Cable Lock,No,1500
13,February,theft bicycle,Sunday,0800-1600,RecCen racks,Firmstrong,Not Locked,Yes,200
13,July,theft bicycle,Sunday,1600-2400,DLG racks,Micargi,Cable Lock,No,330
13,December,theft bicycle,Thursday,0800-1600,SAASB racks,Shasta,Not Locked,No,50
13,April,theft bicycle,Thursday,0800-1600,Broida racks,Denali,Cable Lock,No,85
13,June,theft bicycle,Thursday,0800-1600,Loma Paloma racks,Nirve,U-Lock,Yes,120
13,October,theft bicycle,Thursday,0800-1600,Campbell Hall,Thruster,U-Lock,Yes,120
13,March,theft bicycle,Thursday,0800-1600,RecCen racks,KHS,Not listed,No,165
13,May,theft bicycle,Thursday,1600-2400,Bus Loop rack,NEXT,Cable Lock,Yes,166
13,May,theft bicycle,Thursday,1600-2400,Psychology racks,Giant,Cable Lock,Yes,225
13,September,theft bicycle,Thursday,1600-2400,Library racks,SE,U-Lock,No,320
13,April,theft bicycle,Thursday,0800-1600,UCEN racks,Urban,U-Lock,No,330
13,May,theft bicycle,Thursday,0800-1600,Santa Rosa racks,Electra,U-Lock,Yes,450
13,January,theft bicycle,Thursday,1600-2400,Ortega Dining Commons racks,Trek,U-Lock,No,1018
13,April,theft bicycle,Tuesday,0800-1600,Campbell Hall racks,Magna,Not Locked,Yes,40
13,October,theft bicycle,Tuesday,0800-1600,FT racks,Pacific,Cable Lock,Yes,110
13,May,theft bicycle,Tuesday,0800-1600,Manzanita racks,Ireland,U-Lock,Yes,110
13,November,theft bicycle,Tuesday,0800-1600,Lot 30 racks,Unknown,Cable Lock,No,112
13,February,theft bicycle,Tuesday,0800-1600,Campbell Hall racks,Schwinn,U-Lock,No,120
13,June,theft bicycle,Tuesday,1600-2400,Lot 3 racks,Fuji,Cable Lock,Yes,130
13,November,theft bicycle,Tuesday,0800-1600,Chemistry racks,Thruster,Combo,No,135
13,May,theft bicycle,Tuesday,0800-1600,San Nic racks,Anza,U-Lock,Yes,170
13,March,theft bicycle,Tuesday,0800-1600,Phelps racks,Unknown,U-Lock,No,190
13,August,theft bicycle,Tuesday,1600-2400,RecCen,Takara,U-Lock,No,200
13,July,theft bicycle,Tuesday,1600-2400,Broida racks,Unknown,U-Lock,No,200
13,November,theft bicycle,Tuesday,0800-1600,Chemistry racks,Northstar,Cable Lock,No,220
13,October,theft bicycle,Tuesday,1600-2400,"PSB North, racks",Firmstrong,U-Lock,Yes,250
13,September,theft bicycle,Tuesday,0800-1600,Storke Family Hsng,Trek,U-Lock,No,295
13,October,theft bicycle,Tuesday,2400-0800,Storke Family Housing,Trek,Cable Lock,No,370
13,December,theft bicycle,Tuesday,1600-2400,Campbell Hall racks,Raleigh,Cable Lock,No,460
13,May,theft bicycle,Tuesday,0800-1600,Kerr Hall racks,Cannondale,Cable Lock,No,620
13,September,theft bicycle,Tuesday,Unknown,Theatre & Dance racks,Bianchi,Combo,No,820
13,July,theft bicycle,Tuesday,0800-1600,Library,Giant,Cable Lock,No,1030
13,July,theft bicycle,Unknown,Unknown,unknown,unknown,Not listed,No,50
13,July,theft bicycle,Unknown,Unknown,unknown,unknown ,Not listed,No,50
13,August,theft bicycle,Unknown,Unknown,Storke Family Hsng racks,Mongoose,Not Locked,Yes,60
13,May,theft bicycle,Unknown,Unknown,Bio racks,3G,Not Locked,No,80
13,June,theft bicycle,Unknown,Unknown,SAASB racks,American Flyer,Cable Lock,Yes,90
13,September,theft bicycle,Unknown,Unknown,Anacapa racks,Unknown,Cable Lock,Yes,90
13,April,theft bicycle,Unknown,Unknown,MCC racks,Huffy,U-Lock,Yes,90
13,July,theft bicycle,Unknown,Unknown,HSSB racks,Nashbar,Cable Lock,No,92
13,May,theft bicycle,Unknown,Unknown,Santa Catalina racks,Unknown,U-Lock,No,95
13,May,theft bicycle,Unknown,Unknown,Santa Catalina racks,Huffy,Not Locked,Yes,95
13,December,theft bicycle,Unknown,Unknown,Bradbury Village racks,Unknown,Not listed,No,100
13,October,theft bicycle,Unknown,Unknown,Carrillo Commons rack,Specialized,Other,No,100
13,August,theft bicycle,Unknown,Unknown,NMSH o/s bike rack,Phat,U-Lock,No,100
13,June,theft bicycle,Unknown,Unknown,Bus Loop,Huffy,Cable Lock,Yes,100
13,July,theft bicycle,Unknown,1600-2400,DP,Unknown,Not listed,Yes,100
13,November,theft bicycle,Unknown,Unknown,Theatre & Dance racks,Trek,Not Locked,Yes,100
13,February,theft bicycle,Unknown,Unknown,UCEN racks,Electra,Combo,Yes,105
13,January,theft bicycle,Unknown,Unknown,San Nic,Huffy,U-Lock,Yes,115
13,November,theft bicycle,Unknown,Unknown,Santa Ynez racks,Unknown,U-Lock,No,120
13,August,theft bicycle,Unknown,Unknown,"Storke Family Housing, racks",Unknown,U-Lock,No,120
13,October,theft bicycle,Unknown,Unknown,Anacapa racks,Diamondback,Cable Lock,Yes,120
13,June,theft bicycle,Unknown,Unknown,San Rafael racks,Trek,Cable Lock,Yes,120
13,April,theft bicycle,Unknown,Unknown,HSSB racks,Firmstrong,U-Lock,Yes,120
13,August,theft bicycle,Unknown,Unknown,Arts racks,Takara,U-Lock,Yes,120
13,July,theft bicycle,Unknown,Unknown,unknown,Schwinn,Not listed,No,125
13,April,theft bicycle,Unknown,Unknown,ECEN,Raleigh,Cable Lock,Yes,125
13,November,theft bicycle,Unknown,Unknown,Santa Cruz racks,Schwinn,Cable Lock,Yes,125
13,January,theft bicycle,Unknown,Unknown,South Hall,Unknown,U-Lock,Yes,125
13,June,theft bicycle,Unknown,Unknown,RecCen racks,Huffy,U-Lock,Yes,130
13,April,theft bicycle,Unknown,Unknown,SYA racks,Mongoose,Not Locked,No,150
13,February,theft bicycle,Unknown,Unknown,Bus Loop,Huffy,Cable Lock,Yes,150
13,September,theft bicycle,Unknown,Unknown,Storke Family Hsng,Schwinn,U-Lock,Yes,150
13,February,theft bicycle,Unknown,Unknown,HSSB,Takara,U-Lock,No,165
13,April,theft bicycle,Unknown,Unknown,FT racks,Trek,U-Lock,No,165
13,November,theft bicycle,Unknown,Unknown,San Clemente (Encino Village) racks,Diamondback,Cable Lock,Yes,165
13,February,theft bicycle,Unknown,Unknown,SYA o/s 138,Schwinn,U-Lock,Yes,165
13,October,theft bicycle,Unknown,Unknown,DeLaGuerra racks,Citizen,Cable Lock,Yes,170
13,October,theft bicycle,Unknown,Unknown,RecCen racks,Schwinn,Cable Lock,Yes,170
13,October,theft bicycle,Unknown,Unknown,Oak Walk,Yukon,Not listed,No,175
13,July,theft bicycle,Unknown,Unknown,SAASB racks,Dahon,U-Lock,No,175
13,December,theft bicycle,Unknown,Unknown,Davidson Library racks,Thruster,U-Lock,Yes,175
13,July,theft bicycle,Unknown,Unknown,unknown,unknown,Not listed,No,180
13,November,theft bicycle,Unknown,Unknown,San Nicolas racks,Champion,Chain Lock,No,185
13,February,theft bicycle,Unknown,Unknown,GGSE racks,Mongoose,Cable Lock,No,190
13,November,theft bicycle,Unknown,Unknown,Santa Catalina racks,Schwinn,U-Lock,No,190
13,May,theft bicycle,Unknown,Unknown,San Miguel racks,Specialized,Not listed,No,200
13,May,theft bicycle,Unknown,Unknown,"797 Sequoia Wlk, ifo",Schwinn,U-Lock,No,200
13,September,theft bicycle,Unknown,Unknown,El Dorado racks,Corsa,Not listed,Yes,200
13,October,theft bicycle,Unknown,Unknown,Manzanita racks,Micargi,U-Lock,Yes,200
13,June,theft bicycle,Unknown,Unknown,SYA racks,Origin 8,U-Lock,Yes,200
13,June,theft bicycle,Unknown,Unknown,San Miguel racks,Schwinn,U-Lock,Yes,205
13,November,theft bicycle,Unknown,Unknown,San Clemente (Castiac) racks,Wave,Combo,No,210
13,October,theft bicycle,Unknown,Unknown,Elkus Walk racks,Hyper,Cable Lock,No,214
13,May,theft bicycle,Unknown,Unknown,Event Center  racks,Spectrum,U-Lock,No,215
13,January,theft bicycle,Unknown,Unknown,San Clemente,Cuttler,U-Lock,Yes,218
13,October,theft bicycle,Unknown,Unknown,Santa Catalina racks,Unknown,Cable Lock,No,220
13,January,theft bicycle,Unknown,Unknown,Arrowhead Village racks,Takara,U-Lock,No,220
13,January,theft bicycle,Unknown,Unknown,"Miranda, Las Encinas bike racks",Pacific,Cable Lock,Yes,220
13,June,theft bicycle,Unknown,Unknown,Anacapa racks,Trek,Combo,Yes,220
13,April,theft bicycle,Unknown,Unknown,San Miguel racks,Centurion,U-Lock,Yes,220
13,April,theft bicycle,Unknown,Unknown,HSSB racks,Schwinn,Cable Lock,Yes,230
13,August,theft bicycle,Unknown,Unknown,Library,Schwinn,Cable Lock,Yes,230
13,April,theft bicycle,Unknown,Unknown,Santa Cruz rack,Firmstrong,U-Lock,Yes,230
13,June,theft bicycle,Unknown,Unknown,Anacapa racks,Takara,U-Lock,Yes,240
13,May,theft bicycle,Unknown,Unknown,San Raf racks,Schwinn,U-Lock,Yes,260
13,April,theft bicycle,Unknown,Unknown,Santa Ynex racks,Unknown,Cable Lock,No,265
13,April,theft bicycle,Unknown,Unknown,San Rafael racks,Univega,U-Lock,No,265
13,October,theft bicycle,Unknown,Unknown,o/s Westgate Apts.,Unknown,Cable Lock,No,275
13,June,theft bicycle,Unknown,Unknown,Santa Catalina racks,Fixie,U-Lock,No,285
13,July,theft bicycle,Unknown,Unknown,SRB,Schwinn,U-Lock,No,295
13,July,theft bicycle,Unknown,Unknown,Library racks,Firmstrong,Not listed,No,300
13,May,theft bicycle,Unknown,Unknown,Santa Catalina racks,RetroSpec,Not listed,No,300
13,February,theft bicycle,Unknown,Unknown,FT racks,Unknown,Other,No,300
13,June,theft bicycle,Unknown,Unknown,Carrillo Commons racks,Firmstrong,Not Locked,Yes,300
13,January,theft bicycle,Unknown,Unknown,La Patera Quad racks,Micargi,Other,No,320
13,October,theft bicycle,Unknown,Unknown,Santa Catalina,Schwinn,Cable Lock,Yes,325
13,October,theft bicycle,Unknown,Unknown,Santa Rosa racks,Unknown,U-Lock,No,330
13,December,theft bicycle,Unknown,Unknown,San Miguel racks,Trek,Cable Lock,No,350
13,July,theft bicycle,Unknown,Unknown,Library,Virtue,U-Lock,No,350
13,April,theft bicycle,Unknown,Unknown,San Rafael racks,Gary Fisher,U-Lock,Yes,370
13,February,theft bicycle,Unknown,Unknown,FT racks,Haro,U-Lock,Yes,375
13,February,theft bicycle,Unknown,Unknown,Santa Catalina racks,Haro,U-Lock,Yes,375
13,November,theft bicycle,Unknown,Unknown,Storke Housing racks,Masi,Cable Lock,No,390
13,November,theft bicycle,Unknown,Unknown,Bus Loop racks,Giant,Not listed,Yes,400
13,June,theft bicycle,Unknown,Unknown,Anacapa racks,Trek,Not listed,Yes,416
13,May,theft bicycle,Unknown,Unknown,San Raf racks,Unknown,U-Lock,No,420
13,September,theft bicycle,Unknown,Unknown,Campbell Hall racks,Giant,U-Lock,No,430
13,October,theft bicycle,Unknown,Unknown,Santa Ynez racks,GT,Combo,Yes,500
13,November,theft bicycle,Unknown,Unknown,"Arguella, Las Encinas Quad (Manzanita) racks ",Giant,Cable Lock,No,520
13,June,theft bicycle,Unknown,Unknown,Arrowhead Village racks,Trek,Cable Lock,Yes,530
13,January,theft bicycle,Unknown,Unknown,Santa Catalina,Trek,U-Lock,No,580
13,January,theft bicycle,Unknown,Unknown,Santa Catalina racks,Fuji,Cable Lock,No,620
13,March,theft bicycle,Unknown,Unknown,Santa Catalina racks,Scott,Cable Lock,No,670
13,December,theft bicycle,Unknown,Unknown,Storke Family Housing racks,Electra,Cable Lock,No,715
13,February,theft bicycle,Unknown,Unknown,Santa Catalina racks,Gary Fisher,Cable Lock,Yes,720
13,February,theft bicycle,Unknown,Unknown,Santa Catalina racks,Gary Fisher,Cable Lock,Yes,720
13,March,theft bicycle,Unknown,Unknown,Devereux impound yard,Pure Fix,Not Locked,No,730
13,March,theft bicycle,Unknown,Unknown,"La Cumbre, La Patera Quad racks",Scott,U-Lock,No,818
13,April,theft bicycle,Unknown,Unknown,Santa Catalina racks,Trek,U-Lock,Yes,1015
13,March,theft bicycle,Unknown,Unknown,Devereaux impound yard,Specialized,Not Locked,No,1030
13,October,theft bicycle,Wednesday,1600-2400,Library racks,Gitane,U-Lock,No,170
13,December,theft bicycle,Wednesday,1600-2400,Broida Hall racks,Retrospec,Not listed,Yes,200
13,May,theft bicycle,Wednesday,1600-2400,Anacapa racks,3G,Not Locked,Yes,200
13,February,theft bicycle,Wednesday,2400-0800,Library racks,3GGG,U-Lock,No,210
13,March,theft bicycle,Wednesday,1600-2400,RecCen,Firmstrong,U-Lock,No,250
13,June,theft bicycle,Wednesday,0800-1600,HSSB racks,Retrospect,U-Lock,No,250
13,May,theft bicycle,Wednesday,1600-2400,Arbor rack,Micargi,Not listed,No,311
13,September,theft bicycle,Wednesday,0800-1600,Pollock Theatre racks,Klein,U-Lock,No,438
13,September,theft bicycle,Wednesday,1600-2400,Bio 2,Giant,Not listed,No,490
13,May,theft bicycle,Wednesday,0800-1600,San Rafael racks,Unknown,Not Locked,No,500
13,July,theft bicycle,Wednesday,0800-1600,Library,Trek,U-Lock,No,570
13,February,theft bicycle,Wednesday,1600-2400,Girvetz racks,MTB,U-Lock,Yes,800
14,March,theft bicycle,Friday,Unknown,Engineering II racks,Urban,Cable Lock,No,100
14,December,theft bicycle,Friday,2400-0800,Santa Catalina racks,Pacific,U-Lock,No,115
14,May,theft bicycle,Friday,1600-2400,SanNic racks,Freedom,U-Lock,Yes,120
14,March,theft bicycle,Friday,0800-1600,Campbell Hall racks,Electra,Not listed,Yes,200
14,November,theft bicycle,Friday,0800-1600,Music,Fuji,Not Locked,Yes,200
14,January,theft bicycle,Friday,0800-1600,Campbell racks,Unknown,U-Lock,Yes,220
14,July,theft bicycle,Monday,0800-1600,Chemistry racks,unknown,U-Lock,No,50
